AgentType,TotalOrders,AvgAbsSlippage,NetSlippage,MaxAbsSlippage,PctIn,PctOut,AvgTime,FinalPctProfit,SlipAdjPctProfit,AvgSize
HeuristicBeliefLearningAgent,14.074074074074074,0.0,0.0,0.0,100.0,0.0,1.2103791296296296,-0.01283888888888889,-0.01283888888888889,22603.474645005197
RetailExecutionAgent,48.53333333333333,0.5282115468994529,-4.0,11.833333333333334,96.26666666666667,2.8666666666666667,2.0032698333333334,-0.414646,-0.416211,0.0
