AgentType,TotalOrders,AvgAbsSlippage,NetSlippage,MaxAbsSlippage,PctIn,PctOut,AvgTime,FinalPctProfit,SlipAdjPctProfit,AvgSize
HeuristicBeliefAgent,143.95207439198856,0.0,0.0,0.0,100.0,0.0,2424.880611679757,6.36659513590844e-05,6.36659513590844e-05,138.25415061391445
RetailExecutionAgent,38.35216666666667,0.12497773812353495,-1.2063333333333333,2.0961666666666665,94.8285,4.3385,2.0038515233333336,-0.019143418333333335,-0.01963554,2.0917252218340723
