AgentType,TotalOrders,AvgAbsSlippage,NetSlippage,MaxAbsSlippage,PctIn,PctOut,AvgTime,FinalPctProfit,SlipAdjPctProfit,AvgSize
HeuristicBeliefAgent,65,0.0,0,0,100,0,832.678371,-0.56681,-0.56681,149.96923076923076
HeuristicBeliefAgent,55,0.0,0,0,100,0,1575.221002,-0.04707,-0.04707,121.2
HeuristicBeliefAgent,64,0.0,0,0,100,0,1598.772192,-0.04056,-0.04056,139.046875
HeuristicBeliefAgent,58,0.0,0,0,100,0,1242.975048,-0.25586,-0.25586,142.32758620689654
HeuristicBeliefAgent,73,0.0,0,0,100,0,1060.278004,-0.02491,-0.02491,136.04109589041096
HeuristicBeliefAgent,70,0.0,0,0,100,0,1997.201191,-0.25296,-0.25296,151.35714285714286
RetailExecutionAgent,32,0.53125,5,6,93,6,2.002618,-1.92715,-1.92503,1.5625
RetailExecutionAgent,32,0.3125,6,6,93,6,2.001032,-1.0329,-1.03011,1.3125
RetailExecutionAgent,33,0.8787878787878788,-27,21,87,12,2.005834,0.13164,0.12133,2.0606060606060606
HeuristicBeliefAgent,38,0.0,0,0,100,0,558.978555,0.0,0.0,135.23684210526315
HeuristicBeliefAgent,38,0.0,0,0,100,0,400.291086,0.0,0.0,154.6315789473684
HeuristicBeliefAgent,37,0.0,0,0,100,0,472.922459,0.0,0.0,150.75675675675674
HeuristicBeliefAgent,39,0.0,0,0,100,0,660.660914,0.0,0.0,140.15384615384616
HeuristicBeliefAgent,40,0.0,0,0,100,0,571.658629,6e-05,6e-05,163.975
HeuristicBeliefAgent,41,0.0,0,0,100,0,307.180939,4e-05,4e-05,106.3170731707317
HeuristicBeliefAgent,57,0.0,0,0,100,0,921.06732,0.30564,0.30564,180.17543859649123
HeuristicBeliefAgent,54,0.0,0,0,100,0,742.097396,0.0267,0.0267,138.83333333333334
HeuristicBeliefAgent,70,0.0,0,0,100,0,1181.128302,0.02457,0.02457,164.94285714285715
HeuristicBeliefAgent,59,0.0,0,0,100,0,597.109159,0.18043,0.18043,139.76271186440678
HeuristicBeliefAgent,69,0.0,0,0,100,0,1105.133434,0.02787,0.02787,143.40579710144928
HeuristicBeliefAgent,77,0.0,0,0,100,0,1778.564322,0.12343,0.12343,137.19480519480518
RetailExecutionAgent,20,0.3,0,3,95,5,2.002618,-0.62221,-0.62221,1.9
RetailExecutionAgent,17,0.4117647058823529,7,3,100,0,2.001032,0.17913,0.18239,1.4705882352941178
RetailExecutionAgent,19,1.4736842105263157,-20,16,84,15,2.005834,0.59637,0.58874,1.7894736842105263
