AgentType,TotalOrders,AvgAbsSlippage,NetSlippage,MaxAbsSlippage,PctIn,PctOut,AvgTime,FinalPctProfit,SlipAdjPctProfit,AvgSize
HeuristicBeliefAgent,147,0.0,0,0,100,0,23875.81714,-0.00166,-0.00166,128.91095890410958
HeuristicBeliefAgent,133,0.0,0,0,100,0,30158.835811,-0.02102,-0.02102,124.04580152671755
HeuristicBeliefAgent,146,0.0,0,0,100,0,20074.966218,-0.01713,-0.01713,124.22535211267606
HeuristicBeliefAgent,147,0.0,0,0,100,0,31656.770094,0.00043,0.00043,118.91156462585035
HeuristicBeliefAgent,140,0.0,0,0,100,0,22740.538831,-0.00349,-0.00349,132.10714285714286
HeuristicBeliefAgent,165,0.0,0,0,100,0,25464.673239,-0.01044,-0.01044,128.75151515151515
HeuristicBeliefAgent,155,0.0,0,0,100,0,18125.029122,-0.00131,-0.00131,152.90967741935484
HeuristicBeliefAgent,151,0.0,0,0,100,0,26978.146455,-0.00493,-0.00493,140.13333333333333
HeuristicBeliefAgent,139,0.0,0,0,100,0,26471.4348,-0.00135,-0.00135,130.0791366906475
HeuristicBeliefAgent,135,0.0,0,0,100,0,19538.009634,-0.00207,-0.00207,133.9037037037037
HeuristicBeliefAgent,134,0.0,0,0,100,0,35730.761238,-0.00418,-0.00418,136.8796992481203
HeuristicBeliefAgent,130,0.0,0,0,100,0,32746.173053,-0.00597,-0.00597,134.45384615384614
HeuristicBeliefAgent,174,0.0,0,0,100,0,21314.07868,-0.00023,-0.00023,139.23976608187135
HeuristicBeliefAgent,159,0.0,0,0,100,0,25384.626943,-0.00132,-0.00132,135.3312101910828
HeuristicBeliefAgent,145,0.0,0,0,100,0,27394.569225,0.0016,0.0016,138.8
HeuristicBeliefAgent,153,0.0,0,0,100,0,27511.834697,-0.00126,-0.00126,138.7058823529412
HeuristicBeliefAgent,137,0.0,0,0,100,0,29012.568181,-0.00269,-0.00269,141.68613138686132
HeuristicBeliefAgent,127,0.0,0,0,100,0,34540.822405,-0.00778,-0.00778,133.85714285714286
HeuristicBeliefAgent,144,0.0,0,0,100,0,24808.407111,0.0017,0.0017,140.33333333333334
HeuristicBeliefAgent,165,0.0,0,0,100,0,25355.853281,-0.00131,-0.00131,137.38036809815952
HeuristicBeliefAgent,132,0.0,0,0,100,0,25858.474251,9e-05,9e-05,137.08527131782947
HeuristicBeliefAgent,143,0.0,0,0,100,0,36752.792921,-0.0028,-0.0028,135.30769230769232
HeuristicBeliefAgent,160,0.0,0,0,100,0,29504.132078,-0.00264,-0.00264,139.16981132075472
HeuristicBeliefAgent,135,0.0,0,0,100,0,33133.980249,-0.00396,-0.00396,136.044776119403
HeuristicBeliefAgent,137,0.0,0,0,100,0,26430.52647,-0.01146,-0.01146,143.13970588235293
